ID,Sales
T1188625,57573.652
T1188626,35427.98
T1188627,35441.273
T1188628,43034.824
T1188629,30863.201
T1188630,35946.14
T1188631,29693.516
T1188632,40626.7
T1188633,36884.953
T1188634,31132.436
T1188635,41577.273
T1188636,28215.596
T1188637,47751.273
T1188638,30195.9
T1188639,63529.34
T1188640,25690.176
T1188641,36118.887
T1188642,34395.473
T1188643,40795.81
T1188644,26547.428
T1188645,28985.47
T1188646,30767.633
T1188647,30168.777
T1188648,37723.996
T1188649,26532.69
T1188650,29287.271
T1188651,31669.09
T1188652,62950.703
T1188653,47646.973
T1188654,36427.9
T1188655,28985.592
T1188656,43326.242
T1188657,43104.355
T1188658,40254.637
T1188659,47329.86
T1188660,30535.662
T1188661,52841.09
T1188662,63090.52
T1188663,36637.297
T1188664,22039.03
T1188665,36262.8
T1188666,49303.953
T1188667,36290.316
T1188668,63200.223
T1188669,60683.293
T1188670,63218.504
T1188671,63236.793
T1188672,63255.074
T1188673,52883.527
T1188674,37421.31
T1188675,47577.438
T1188676,37448.83
T1188677,27120.525
T1188678,47300.168
T1188679,52828.242
T1188680,24828.193
T1188681,27217.014
T1188682,47472.434
T1188683,39494.82
T1188684,24895.238
T1188685,61835.957
T1188686,36192.688
T1188687,46047.7
T1188688,31412.979
T1188689,46134.617
T1188690,36174.605
T1188691,47769.66
T1188692,36444.453
T1188693,61938.613
T1188694,23820.697
T1188695,29117.059
T1188696,44399.9
T1188697,30991.654
T1188698,61848.06
T1188699,57356.855
T1188700,44871.043
T1188701,27258.049
T1188702,61451.41
T1188703,27844.326
T1188704,34989.523
T1188705,56492.7
T1188706,62998.31
T1188707,34115.93
T1188708,23636.188
T1188709,47614.625
T1188710,62980.023
T1188711,40044.062
T1188712,29505.03
T1188713,60957.68
T1188714,36253.33
T1188715,30108.78
T1188716,19030.887
T1188717,61098.746
T1188718,35693.16
T1188719,36086.027
T1188720,22128.023
T1188721,24346.787
T1188722,63016.59
T1188723,60976.074
T1188724,19073.658
T1188725,36256.094
T1188726,43062.02
T1188727,37201.89
T1188728,48088.06
T1188729,35271.32
T1188730,41559.69
T1188731,52657.38
T1188732,30810.076
T1188733,47998.918
T1188734,63034.88
T1188735,21962.998
T1188736,28305.688
T1188737,29976.387
T1188738,22206.982
T1188739,36214.715
T1188740,36061.434
T1188741,36225.746
T1188742,49082.21
T1188743,35977.055
T1188744,38085.527
T1188745,52618.734
T1188746,40571.637
T1188747,35777.77
T1188748,45702.11
T1188749,29974.926
T1188750,30354.09
T1188751,61631.652
T1188752,21762.525
T1188753,61080.34
T1188754,35685.504
T1188755,47128.84
T1188756,35797.86
T1188757,34333.934
T1188758,57394.67
T1188759,62870.32
T1188760,42878.21
T1188761,36235.402
T1188762,53506.18
T1188763,45908.465
T1188764,21808.887
T1188765,43111.22
T1188766,35803.38
T1188767,36062.03
T1188768,27007.064
T1188769,25530.502
T1188770,52914.57
T1188771,47351.293
T1188772,35690.098
T1188773,61580.23
T1188774,38099.47
T1188775,36417.883
T1188776,25711.973
T1188777,23368.02
T1188778,21822.537
T1188779,45765.715
T1188780,44188.684
T1188781,35266.547
T1188782,49842.68
T1188783,29978.588
T1188784,26353.818
T1188785,31832.697
T1188786,45666.637
T1188787,40585.23
T1188788,36232.45
T1188789,22158.986
T1188790,30999.203
T1188791,35748.7
T1188792,24965.428
T1188793,47271.074
T1188794,35749.695
T1188795,34197.277
T1188796,31808.645
T1188797,57450.285
T1188798,38259.785
T1188799,25505.666
T1188800,62730.51
T1188801,30149.186
T1188802,27075.643
T1188803,30582.26
T1188804,29060.182
T1188805,36019.164
T1188806,31399.28
T1188807,29982.973
T1188808,35922.348
T1188809,48374.098
T1188810,27042.475
T1188811,25171.84
T1188812,35745.695
T1188813,26341.346
T1188814,35214.06
T1188815,24147.73
T1188816,37504.574
T1188817,35744.195
T1188818,29953.154
T1188819,56320.38
T1188820,39333.438
T1188821,31372.67
T1188822,45255.816
T1188823,63309.145
T1188824,57258.348
T1188825,45790.793
T1188826,47554.03
T1188827,35915.035
T1188828,35704.906
T1188829,35784.76
T1188830,19106.41
T1188831,47420.832
T1188832,35759.7
T1188833,41507.984
T1188834,24460.594
T1188835,36208.48
T1188836,27693.35
T1188837,36150.53
T1188838,28784.098
T1188839,19088.215
T1188840,26900.705
T1188841,44708.65
T1188842,37229.406
T1188843,36217.64
T1188844,45224.637
T1188845,40416.117
T1188846,31311.62
T1188847,39354.53
T1188848,35752.195
T1188849,29980.273
T1188850,49579.0
T1188851,48108.55
T1188852,47525.125
T1188853,35753.695
T1188854,36034.312
T1188855,35762.484
T1188856,28042.973
T1188857,41451.11
T1188858,45821.55
T1188859,43124.15
T1188860,46627.184
T1188861,35755.695
T1188862,30921.22
T1188863,22279.498
T1188864,45677.637
T1188865,36665.535
T1188866,34109.86
T1188867,35700.31
T1188868,34011.688
T1188869,28143.63
T1188870,28155.107
T1188871,44618.688
T1188872,30591.717
T1188873,35894.41
T1188874,36225.04
T1188875,53243.34
T1188876,35546.023
T1188877,33762.723
T1188878,34081.484
T1188879,26896.072
T1188880,61498.566
T1188881,36236.203
T1188882,61501.594
T1188883,46482.555
T1188884,53215.94
T1188885,38048.504
T1188886,29120.729
T1188887,31149.854
T1188888,31196.094
T1188889,22733.287
T1188890,46814.01
T1188891,27933.24
T1188892,35890.27
T1188893,26949.928
T1188894,73725.25
T1188895,35825.98
T1188896,30466.877
T1188897,35237.418
T1188898,80054.3
T1188899,35624.418
T1188900,35224.133
T1188901,35184.277
T1188902,53018.684
T1188903,57355.703
T1188904,42980.965
T1188905,28928.572
T1188906,35610.1
T1188907,24911.861
T1188908,35887.504
T1188909,61556.035
T1188910,35888.887
T1188911,49791.914
T1188912,61417.668
T1188913,73926.0
T1188914,35404.92
T1188915,26625.654
T1188916,35476.5
T1188917,47269.883
T1188918,27172.201
T1188919,49788.387
T1188920,35883.234
T1188921,45762.047
T1188922,24049.885
T1188923,38026.133
T1188924,35457.41
T1188925,20176.54
T1188926,56274.758
T1188927,53095.395
T1188928,47074.02
T1188929,36160.87
T1188930,57526.32
T1188931,29684.32
T1188932,61231.207
T1188933,30681.627
T1188934,35906.816
T1188935,26997.19
T1188936,35367.79
T1188937,31406.318
T1188938,30180.5
T1188939,39532.734
T1188940,38024.88
T1188941,52631.156
T1188942,31063.838
T1188943,34041.62
T1188944,45118.652
T1188945,57381.668
T1188946,46325.668
T1188947,24710.736
T1188948,21895.5
T1188949,45405.38
T1188950,33789.18
T1188951,47027.848
T1188952,29056.674
T1188953,27854.23
T1188954,35850.09
T1188955,49255.69
T1188956,44656.023
T1188957,35648.277
T1188958,46586.42
T1188959,80411.53
T1188960,53474.113
T1188961,47485.223
T1188962,36830.41
T1188963,61221.406
T1188964,35801.875
T1188965,57487.492
T1188966,30450.422
T1188967,35828.195
T1188968,57490.4
T1188969,45168.523
T1188970,62541.207
T1188971,38017.473
T1188972,24740.17
T1188973,35669.668
T1188974,73590.234
T1188975,61258.21
T1188976,35668.652
T1188977,39279.195
T1188978,21528.041
T1188979,57489.23
T1188980,62614.34
T1188981,34294.07
T1188982,35813.03
T1188983,42808.676
T1188984,35678.867
T1188985,26459.604
T1188986,41721.21
T1188987,45083.01
T1188988,61160.074
T1188989,36274.023
T1188990,42773.91
T1188991,27642.828
T1188992,35676.312
T1188993,31098.719
T1188994,31190.12
T1188995,22196.453
T1188996,53866.074
T1188997,35675.293
T1188998,48559.523
T1188999,28132.158
T1189000,24643.69
T1189001,36290.57
T1189002,28290.955
T1189003,62376.65
T1189004,56510.293
T1189005,20381.545
T1189006,27844.824
T1189007,35864.06
T1189008,61718.418
T1189009,27221.916
T1189010,31138.979
T1189011,61350.207
T1189012,61374.74
T1189013,31479.16
T1189014,32469.41
T1189015,28879.686
T1189016,61393.14
T1189017,35654.027
T1189018,31471.627
T1189019,36115.67
T1189020,41692.95
T1189021,46879.785
T1189022,31139.771
T1189023,36046.402
T1189024,29989.932
T1189025,27487.44
T1189026,61568.145
T1189027,36293.332
T1189028,52605.89
T1189029,21918.785
T1189030,31237.98
T1189031,45726.574
T1189032,27168.371
T1189033,33897.082
T1189034,57525.203
T1189035,31310.871
T1189036,45728.41
T1189037,31129.455
T1189038,35854.406
T1189039,35958.977
T1189040,30477.926
T1189041,46708.105
T1189042,47241.566
T1189043,45775.504
T1189044,34785.676
T1189045,61619.56
T1189046,28813.918
T1189047,48140.617
T1189048,36088.27
T1189049,41366.715
T1189050,31470.24
T1189051,36226.48
T1189052,41326.12
T1189053,35730.188
T1189054,60473.145
T1189055,53722.84
T1189056,35983.758
T1189057,34099.37
T1189058,60522.22
T1189059,45542.75
T1189060,35740.19
T1189061,74288.52
T1189062,35736.69
T1189063,60546.75
T1189064,36241.13
T1189065,48134.38
T1189066,36241.64
T1189067,34096.34
T1189068,31425.893
T1189069,31940.746
T1189070,45604.8
T1189071,29753.984
T1189072,35903.22
T1189073,52703.35
T1189074,24727.354
T1189075,35685.758
T1189076,60870.19
T1189077,24780.92
T1189078,34980.426
T1189079,41156.152
T1189080,30709.994
T1189081,57137.754
T1189082,44414.098
T1189083,60888.598
T1189084,30410.139
T1189085,35532.746
T1189086,35845.812
T1189087,36044.69
T1189088,37837.92
T1189089,35347.938
T1189090,35594.727
T1189091,36446.113
T1189092,35589.21
T1189093,35667.61
T1189094,26952.12
T1189095,62156.45
T1189096,46124.727
T1189097,35711.19
T1189098,27625.33
T1189099,34130.082
T1189100,57183.05
T1189101,30922.09
T1189102,38059.734
T1189103,36055.414
T1189104,61282.168
T1189105,53975.707
T1189106,32230.674
T1189107,40354.023
T1189108,35455.938
T1189109,45986.105
T1189110,45479.76
T1189111,35020.28
T1189112,35533.746
T1189113,23183.512
T1189114,27870.346
T1189115,35033.57
T1189116,53032.12
T1189117,25345.994
T1189118,33877.633
T1189119,26731.36
T1189120,40205.54
T1189121,21558.791
T1189122,46360.273
T1189123,31590.682
T1189124,35562.145
T1189125,35499.785
T1189126,29755.451
T1189127,46266.926
T1189128,60961.88
T1189129,35415.816
T1189130,35490.594
T1189131,57163.715
T1189132,34088.746
T1189133,25321.162
T1189134,45389.113
T1189135,33837.777
T1189136,39525.402
T1189137,26406.607
T1189138,35489.574
T1189139,30756.596
T1189140,49566.04
T1189141,42776.37
T1189142,65587.93
T1189143,29735.508
T1189144,33999.086
T1189145,30500.053
T1189146,19979.133
T1189147,41115.56
T1189148,36065.38
T1189149,46847.867
T1189150,35529.742
T1189151,35619.555
T1189152,49569.562
T1189153,61011.01
T1189154,62510.3
T1189155,39138.906
T1189156,53269.527
T1189157,35634.46
T1189158,56056.81
T1189159,35565.34
T1189160,27716.21
T1189161,39544.918
T1189162,35072.258
T1189163,22516.854
T1189164,36047.445
T1189165,36046.73
T1189166,29900.13
T1189167,33812.055
T1189168,47298.98
T1189169,28932.238
T1189170,35681.617
T1189171,27935.68
T1189172,73709.586
T1189173,53540.42
T1189174,24162.281
T1189175,45444.28
T1189176,35604.383
T1189177,34437.47
T1189178,29969.553
T1189179,35680.242
T1189180,35493.15
T1189181,29764.652
T1189182,52415.53
T1189183,35077.03
T1189184,27924.2
T1189185,31612.861
T1189186,46099.52
T1189187,41496.164
T1189188,35678.86
T1189189,48899.703
T1189190,45190.36
T1189191,63088.938
T1189192,60949.93
T1189193,35210.633
T1189194,36020.58
T1189195,61363.836
T1189196,35826.984
T1189197,44914.055
T1189198,44504.055
T1189199,35539.746
T1189200,31094.535
T1189201,42652.062
T1189202,34227.086
T1189203,36031.926
T1189204,62796.395
T1189205,42896.207
T1189206,30889.324
T1189207,35514.598
T1189208,39999.19
T1189209,60312.066
T1189210,42920.223
T1189211,39833.484
T1189212,61351.74
T1189213,26685.123
T1189214,42857.43
T1189215,62814.68
T1189216,35610.355
T1189217,52989.24
T1189218,42582.53
T1189219,35514.24
T1189220,47883.473
T1189221,41235.426
T1189222,24555.664
T1189223,48299.336
T1189224,35169.594
T1189225,26262.111
T1189226,52431.234
T1189227,18874.146
T1189228,47929.78
T1189229,18885.51
T1189230,62778.11
T1189231,48860.465
T1189232,31137.107
T1189233,36055.926
T1189234,47664.586
T1189235,24254.963
T1189236,60263.004
T1189237,35887.945
T1189238,33585.332
T1189239,35863.945
T1189240,46682.22
T1189241,35519.19
T1189242,46830.285
T1189243,21606.045
T1189244,18899.713
T1189245,46927.824
T1189246,36198.46
T1189247,21679.068
T1189248,35543.75
T1189249,62759.83
T1189250,62650.125
T1189251,20185.314
T1189252,41292.305
T1189253,52396.38
T1189254,45020.047
T1189255,49040.77
T1189256,22050.986
T1189257,30172.512
T1189258,60779.316
T1189259,35900.05
T1189260,35939.69
T1189261,45455.293
T1189262,41344.01
T1189263,47790.945
T1189264,39314.418
T1189265,21310.479
T1189266,80086.95
T1189267,61339.637
T1189268,28582.598
T1189269,34090.22
T1189270,35282.21
T1189271,38087.164
T1189272,36023.242
T1189273,52383.54
T1189274,35536.246
T1189275,53301.594
T1189276,53004.723
T1189277,47936.023
T1189278,36426.16
T1189279,30974.736
T1189280,36007.94
T1189281,21745.723
T1189282,33907.625
T1189283,26818.574
T1189284,57046.715
T1189285,30912.572
T1189286,36041.434
T1189287,35504.387
T1189288,61285.19
T1189289,62309.184
T1189290,26694.574
T1189291,46481.957
T1189292,47270.3
T1189293,37899.414
T1189294,29923.037
T1189295,21605.154
T1189296,49385.156
T1189297,35507.445
T1189298,57106.23
T1189299,35577.434
T1189300,42547.76
T1189301,28067.582
T1189302,35586.25
T1189303,36982.473
T1189304,30885.338
T1189305,21978.469
T1189306,39681.28
T1189307,31189.982
T1189308,36027.324
T1189309,80209.62
T1189310,35537.746
T1189311,57271.28
T1189312,21897.207
T1189313,72591.67
T1189314,62236.047
T1189315,80191.33
T1189316,18826.424
T1189317,44878.43
T1189318,62321.008
T1189319,46598.39
T1189320,37009.98
T1189321,60747.527
T1189322,25527.562
T1189323,30268.848
T1189324,47903.96
T1189325,21980.018
T1189326,36610.984
T1189327,33924.176
T1189328,37819.355
T1189329,46509.008
T1189330,47417.05
T1189331,31187.06
T1189332,45327.066
T1189333,36056.625
T1189334,35019.773
T1189335,41470.598
T1189336,30965.256
T1189337,31271.393
T1189338,23942.105
T1189339,26152.361
T1189340,35524.246
T1189341,44963.934
T1189342,57313.58
T1189343,26164.83
T1189344,35761.438
T1189345,45595.406
T1189346,36005.613
T1189347,35743.355
T1189348,36081.926
T1189349,61140.06
T1189350,29737.531
T1189351,46522.027
T1189352,35818.688
T1189353,35834.113
T1189354,24987.428
T1189355,57278.77
T1189356,61403.156
T1189357,31229.426
T1189358,61415.254
T1189359,79844.836
T1189360,73499.375
T1189361,56108.746
T1189362,24459.182
T1189363,61976.59
T1189364,27298.953
T1189365,37810.688
T1189366,29470.46
T1189367,31255.29
T1189368,37285.16
T1189369,28642.361
T1189370,35645.758
T1189371,23451.682
T1189372,42675.82
T1189373,47068.87
T1189374,30302.81
T1189375,48166.12
T1189376,61498.215
T1189377,39117.816
T1189378,61048.06
T1189379,35945.246
T1189380,44441.008
T1189381,43977.46
T1189382,47026.645
T1189383,35528.242
T1189384,73509.555
T1189385,45568.44
T1189386,35483.953
T1189387,45506.066
T1189388,61182.996
T1189389,49620.33
T1189390,45682.32
T1189391,29737.709
T1189392,28740.088
T1189393,30291.756
T1189394,41834.938
T1189395,35520.74
T1189396,35482.934
T1189397,57308.367
T1189398,28720.916
T1189399,48221.027
T1189400,57275.863
T1189401,61207.527
T1189402,21692.428
T1189403,31712.285
T1189404,36084.688
T1189405,43302.95
T1189406,23865.377
T1189407,27441.33
T1189408,24526.227
T1189409,39063.57
T1189410,35655.414
T1189411,74079.05
T1189412,61011.254
T1189413,60336.605
T1189414,35702.926
T1189415,26991.85
T1189416,52884.176
T1189417,46411.566
T1189418,26825.748
T1189419,40374.656
T1189420,35453.99
T1189421,30979.207
T1189422,21941.707
T1189423,31021.092
T1189424,30396.889
T1189425,28845.064
T1189426,26904.031
T1189427,45051.223
T1189428,45543.367
T1189429,43260.348
T1189430,34581.824
T1189431,45504.223
T1189432,47069.71
T1189433,57232.332
T1189434,61164.598
T1189435,35430.13
T1189436,45283.707
T1189437,37859.684
T1189438,21472.354
T1189439,79877.484
T1189440,61123.24
T1189441,21093.955
T1189442,30799.621
T1189443,46255.81
T1189444,35507.34
T1189445,30087.273
T1189446,35437.113
T1189447,30211.52
T1189448,60537.387
T1189449,31991.943
T1189450,36790.566
T1189451,46382.76
T1189452,30837.018
T1189453,62100.81
T1189454,53774.035
T1189455,27239.834
T1189456,33926.23
T1189457,47958.14
T1189458,44673.832
T1189459,61065.766
T1189460,29256.607
T1189461,18623.654
T1189462,56888.28
T1189463,49397.977
T1189464,35321.73
T1189465,49191.324
T1189466,35869.7
T1189467,30710.336
T1189468,37886.367
T1189469,56971.418
T1189470,29521.91
T1189471,21401.416
T1189472,21528.443
T1189473,30705.88
T1189474,47219.484
T1189475,46327.082
T1189476,26630.088
T1189477,56835.08
T1189478,21724.428
T1189479,35856.387
T1189480,61068.79
T1189481,24803.014
T1189482,29696.89
T1189483,35318.664
T1189484,35607.562
T1189485,35855.594
T1189486,45281.87
T1189487,61147.434
T1189488,47731.426
T1189489,61198.85
T1189490,62088.984
T1189491,33715.87
T1189492,23680.873
T1189493,25339.572
T1189494,35804.953
T1189495,34377.98
T1189496,33886.375
T1189497,45456.17
T1189498,27405.838
T1189499,35087.918
T1189500,26493.08
T1189501,45916.08
T1189502,35837.527
T1189503,73869.57
T1189504,52161.184
T1189505,28381.105
T1189506,26745.291
T1189507,35320.3
T1189508,53096.996
T1189509,52793.504
T1189510,57101.94
T1189511,30804.207
T1189512,61936.25
T1189513,36209.246
T1189514,35259.7
T1189515,35545.812
T1189516,35809.86
T1189517,41248.25
T1189518,47699.363
T1189519,21758.408
T1189520,31038.951
T1189521,48825.848
T1189522,21823.682
T1189523,29990.938
T1189524,46868.34
T1189525,28629.947
T1189526,60563.617
T1189527,35684.43
T1189528,48033.99
T1189529,62557.914
T1189530,35728.867
T1189531,46726.81
T1189532,18696.533
T1189533,39622.906
T1189534,57090.426
T1189535,44709.46
T1189536,73282.98
T1189537,44299.457
T1189538,35323.8
T1189539,30878.2
T1189540,42425.914
T1189541,61186.75
T1189542,34019.715
T1189543,35649.066
T1189544,62576.195
T1189545,35846.203
T1189546,30714.809
T1189547,42681.188
T1189548,44815.453
T1189549,45321.016
T1189550,52174.035
T1189551,41076.625
T1189552,35870.207
T1189553,30962.59
T1189554,60954.44
T1189555,47477.562
T1189556,26624.51
T1189557,24049.334
T1189558,60052.855
T1189559,35689.86
T1189560,33381.48
T1189561,35665.855
T1189562,26761.773
T1189563,46484.656
T1189564,35333.48
T1189565,28562.146
T1189566,43097.82
T1189567,18712.78
T1189568,35979.043
T1189569,43072.652
T1189570,45232.938
T1189571,21462.639
T1189572,46632.715
T1189573,26732.428
T1189574,35329.535
T1189575,35446.77
T1189576,62539.63
T1189577,62429.92
T1189578,35483.508
T1189579,19989.088
T1189580,21390.176
T1189581,21763.588
T1189582,35328.88
T1189583,39813.4
T1189584,42321.613
T1189585,60972.844
T1189586,27846.307
T1189587,35370.625
T1189588,30674.117
T1189589,36763.05
T1189590,46811.727
T1189591,40136.406
T1189592,39470.707
T1189593,30973.645
T1189594,43766.242
T1189595,35841.61
T1189596,79989.414
T1189597,35321.797
T1189598,38902.19
T1189599,57053.33
T1189600,21680.986
T1189601,72375.98
T1189602,30127.693
T1189603,62015.848
T1189604,79971.13
T1189605,42480.59
T1189606,46291.684
T1189607,37065.734
T1189608,37612.574
T1189609,33727.027
T1189610,36391.57
T1189611,29516.975
T1189612,35392.387
T1189613,39098.05
T1189614,47582.965
T1189615,60929.91
T1189616,42716.297
T1189617,31048.518
T1189618,61135.336
T1189619,18676.738
T1189620,26497.715
T1189621,45369.25
T1189622,62594.477
T1189623,42652.832
T1189624,52783.152
T1189625,35394.734
T1189626,34825.48
T1189627,42356.38
T1189628,60101.918
T1189629,30790.744
T1189630,47678.875
T1189631,41019.742
T1189632,31083.58
T1189633,24371.162
T1189634,26073.127
T1189635,48089.84
T1189636,34971.402
T1189637,61758.645
T1189638,52205.08
T1189639,47725.195
T1189640,41128.33
T1189641,35298.285
T1189642,41631.008
T1189643,25963.37
T1189644,35257.85
T1189645,37699.363
T1189646,30228.564
T1189647,30498.775
T1189648,35386.082
T1189649,39359.125
T1189650,44225.99
T1189651,35297.22
T1189652,48638.723
T1189653,49343.684
T1189654,42571.777
T1189655,73493.195
T1189656,44209.496
T1189657,30762.32
T1189658,30517.318
T1189659,35304.79
T1189660,60678.45
T1189661,35786.2
T1189662,31394.893
T1189663,45346.09
T1189664,57064.234
T1189665,23736.473
T1189666,34776.57
T1189667,65376.977
T1189668,35873.277
T1189669,19782.904
T1189670,52672.953
T1189671,24542.854
T1189672,35718.17
T1189673,29533.045
T1189674,30318.479
T1189675,24596.412
T1189676,45111.387
T1189677,35527.734
T1189678,52492.133
T1189679,35312.293
T1189680,46195.95
T1189681,33800.9
T1189682,34877.973
T1189683,45221.93
T1189684,23977.777
T1189685,35298.24
T1189686,35345.926
T1189687,40905.004
T1189688,34230.1
T1189689,35630.184
T1189690,25136.658
T1189691,28743.752
T1189692,73293.86
T1189693,33633.926
T1189694,57067.13
T1189695,35603.066
T1189696,35838.8
T1189697,56945.77
T1189698,53359.43
T1189699,33612.426
T1189700,35861.02
T1189701,35304.883
T1189702,60746.188
T1189703,60837.91
T1189704,31491.0
T1189705,29691.486
T1189706,45173.43
T1189707,22310.895
T1189708,29508.885
T1189709,33881.38
T1189710,28470.807
T1189711,35303.855
T1189712,27716.246
T1189713,35729.625
T1189714,35836.043
T1189715,26198.164
T1189716,37627.348
T1189717,35472.973
T1189718,47072.83
T1189719,35316.797
T1189720,35149.848
T1189721,27697.72
T1189722,46867.855
T1189723,35221.523
T1189724,39307.137
T1189725,29534.51
T1189726,55897.113
T1189727,61015.777
T1189728,27507.805
T1189729,61278.02
T1189730,35395.74
T1189731,46051.31
T1189732,35477.11
T1189733,52201.723
T1189734,26539.297
T1189735,35470.215
T1189736,57014.387
T1189737,49635.34
T1189738,44759.34
